index	captionID	pairID	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
347908	2231052760.jpg#0	2231052760.jpg#0r1c	( ( A couple ) ( ( is ( fishing ( on ( ( a ( sandy ( beach while ) ) ) ( relaxing ( under ( an umbrella ) ) ) ) ) ) ) . ) )	( ( the couple ) ( is ( on ( the pier ) ) ) )	(ROOT (S (NP (DT A) (NN couple)) (VP (VBZ is) (VP (VBG fishing) (PP (IN on) (NP (NP (DT a) (JJ sandy) (NN beach) (NN while)) (VP (VBG relaxing) (PP (IN under) (NP (DT an) (NN umbrella)))))))) (. .)))	(ROOT (S (NP (DT the) (NN couple)) (VP (VBZ is) (PP (IN on) (NP (DT the) (NN pier))))))	A couple is fishing on a sandy beach while relaxing under an umbrella.	the couple is on the pier	contradiction	contradiction
254335	414985630.jpg#2	414985630.jpg#2r1c	( ( A ( young women ) ) ( ( plays ( golf ( on ( a ( grassy turf ) ) ) ) ) . ) )	( ( The woman ) ( ( is ( ( hitting ( golf balls ) ) ( off ( the ( cement roof ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (JJ young) (NNS women)) (VP (VBZ plays) (NP (NP (NN golf)) (PP (IN on) (NP (DT a) (JJ grassy) (NN turf))))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG hitting) (NP (NN golf) (NNS balls)) (PP (IN off) (NP (DT the) (NN cement) (NN roof))))) (. .)))	A young women plays golf on a grassy turf.	The woman is hitting golf balls off the cement roof.	contradiction	contradiction
543817	421780367.jpg#4	421780367.jpg#4r1c	( ( Three men ) ( ( ( discuss ( ( the renovations ) ( of land ) ) ) ( before ( a tractor ) ) ) . ) )	( ( Three men ) ( ( ( discuss politics ) ( at ( a ( political event ) ) ) ) . ) )	(ROOT (S (NP (CD Three) (NNS men)) (VP (VBP discuss) (NP (NP (DT the) (NNS renovations)) (PP (IN of) (NP (NN land)))) (PP (IN before) (NP (DT a) (NN tractor)))) (. .)))	(ROOT (S (NP (CD Three) (NNS men)) (VP (VBP discuss) (NP (NNS politics)) (PP (IN at) (NP (DT a) (JJ political) (NN event)))) (. .)))	Three men discuss the renovations of land before a tractor.	Three men discuss politics at a political event.	contradiction	contradiction
333511	471094546.jpg#1	471094546.jpg#1r1c	( ( A ( small child ) ) ( ( ( looks ( into ( a fire ) ) ) ( while ( ( an ( older woman ) ) ( ( seated next ) ( to ( her prays ) ) ) ) ) ) . ) )	( ( A man ) sleeps )	(ROOT (S (NP (DT A) (JJ small) (NN child)) (VP (VBZ looks) (PP (IN into) (NP (DT a) (NN fire))) (SBAR (IN while) (S (NP (DT an) (JJR older) (NN woman)) (VP (VBN seated) (ADVP (JJ next)) (PP (TO to) (NP (PRP$ her) (NNS prays))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ sleeps))))	A small child looks into a fire while an older woman seated next to her prays.	A man sleeps	contradiction	contradiction
303629	3307667255.jpg#3	3307667255.jpg#3r1c	( ( A ( large group ) ) ( ( is ( shown ( in ( the street ) ) ) ) . ) )	( ( A landscape ) ( ( shot ( of ( a sunse ) ) ) . ) )	(ROOT (S (NP (DT A) (JJ large) (NN group)) (VP (VBZ is) (VP (VBN shown) (PP (IN in) (NP (DT the) (NN street))))) (. .)))	(ROOT (S (NP (DT A) (NN landscape)) (VP (VBD shot) (PP (IN of) (NP (DT a) (NN sunse)))) (. .)))	A large group is shown in the street.	A landscape shot of a sunse.	contradiction	contradiction
160490	3253174263.jpg#1	3253174263.jpg#1r1c	( ( ( A man ) ( ( laying ( in bed ) ) ( with ( ( a container ) ( of ( Mandita ( in ( his hands ) ) ) ) ) ) ) ) . )	( ( A man ) ( ( is ( laying ( on ( ( the couch ) ( with ( ( a container ) ( of candy ) ) ) ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN man)) (VP (VBG laying) (PP (IN in) (NP (NN bed))) (PP (IN with) (NP (NP (DT a) (NN container)) (PP (IN of) (NP (NP (NNP Mandita)) (PP (IN in) (NP (PRP$ his) (NNS hands)))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG laying) (PP (IN on) (NP (NP (DT the) (NN couch)) (PP (IN with) (NP (NP (DT a) (NN container)) (PP (IN of) (NP (NN candy))))))))) (. .)))	A man laying in bed with a container of Mandita in his hands.	A man is laying on the couch with a container of candy.	contradiction	contradiction
100722	425706089.jpg#0	425706089.jpg#0r1c	( ( Two ( men drink ) ) ( stand ( in ( front ( of ( ( ( a ( ( brightly lit ) restaurant ) ) , ) ( drinking soda ) ) ) ) ) ) )	( ( ( ( ( A man ) and ) ( his daughter ) ) ( sitting ( on ( the roof ) ) ) ) . )	(ROOT (S (NP (CD Two) (NNS men) (NN drink)) (VP (VBP stand) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT a) (ADJP (RB brightly) (VBN lit)) (NN restaurant)) (, ,) (NP (VBG drinking) (NN soda)))))))))	(ROOT (NP (NP (NP (DT A) (NN man)) (CC and) (NP (PRP$ his) (NN daughter))) (VP (VBG sitting) (PP (IN on) (NP (DT the) (NN roof)))) (. .)))	Two men drink stand in front of a brightly lit restaurant, drinking soda	A man and his daughter sitting on the roof.	contradiction	contradiction
451245	2429579784.jpg#3	2429579784.jpg#3r2c	( ( A man ) ( ( ( does work ) ( on ( ( a ( stone part ) ) ( of ( a building ) ) ) ) ) . ) )	( He ( ( is ( destroying ( the building ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ does) (NP (NN work)) (PP (IN on) (NP (NP (DT a) (NN stone) (NN part)) (PP (IN of) (NP (DT a) (NN building)))))) (. .)))	(ROOT (S (NP (PRP He)) (VP (VBZ is) (VP (VBG destroying) (NP (DT the) (NN building)))) (. .)))	A man does work on a stone part of a building.	He is destroying the building.	contradiction	contradiction
227521	3225729247.jpg#3	3225729247.jpg#3r5c	( ( ( A mom ) ( ( ( holding ( her child ) ) ( on ( a ( red sofa ) ) ) ) ( while ( they ( ( are both ) ( having fun ) ) ) ) ) ) . )	( ( a woman ) ( ( eats ( a sandwich ) ) ( with ( ( both hands ) ( ( a ( dull baby ) ) sleeps ) ) ) ) )	(ROOT (NP (NP (DT A) (NN mom)) (VP (VBG holding) (NP (PRP$ her) (NN child)) (PP (IN on) (NP (DT a) (JJ red) (NN sofa))) (SBAR (IN while) (S (NP (PRP they)) (VP (VBP are) (ADVP (DT both)) (VP (VBG having) (NP (NN fun))))))) (. .)))	(ROOT (S (NP (DT a) (NN woman)) (VP (VBZ eats) (NP (DT a) (NN sandwich)) (PP (IN with) (NP (NP (DT both) (NNS hands)) (SBAR (S (NP (DT a) (JJ dull) (NN baby)) (VP (VBZ sleeps)))))))))	A mom holding her child on a red sofa while they are both having fun.	a woman eats a sandwich with both hands a dull baby sleeps	contradiction	contradiction
327925	5024189799.jpg#3	5024189799.jpg#3r1c	( ( ( A ( beautiful array ) ) ( of colors ) ) ( ( are ( displayed ( from ( a dancer ) ) ) ) . ) )	( ( ( An ( ugly array ) ) ( of colors ) ) ( ( are ( displayed ( from ( ( a man ) ( sitting down ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ beautiful) (NN array)) (PP (IN of) (NP (NNS colors)))) (VP (VBP are) (VP (VBN displayed) (PP (IN from) (NP (DT a) (NN dancer))))) (. .)))	(ROOT (S (NP (NP (DT An) (JJ ugly) (NN array)) (PP (IN of) (NP (NNS colors)))) (VP (VBP are) (VP (VBN displayed) (PP (IN from) (NP (NP (DT a) (NN man)) (VP (VBG sitting) (PRT (RP down))))))) (. .)))	A beautiful array of colors are displayed from a dancer.	An ugly array of colors are displayed from a man sitting down.	contradiction	contradiction
510647	4749181324.jpg#4	4749181324.jpg#4r5c	( ( ( A ( busy ( city square ) ) ) ( in ( an ( asian country ) ) ) ) . )	( ( A concert ) ( in ( Central Park ) ) )	(ROOT (NP (NP (DT A) (JJ busy) (NN city) (NN square)) (PP (IN in) (NP (DT an) (NN asian) (NN country))) (. .)))	(ROOT (NP (NP (DT A) (NN concert)) (PP (IN in) (NP (NNP Central) (NNP Park)))))	A busy city square in an asian country.	A concert in Central Park	contradiction	contradiction
16847	485312202.jpg#3	485312202.jpg#3r1c	( ( A man ) ( ( is ( sitting ( on ( ( a bench ) ( behind ( a bike ) ) ) ) ) ) . ) )	( ( The girl ) skis )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN bench)) (PP (IN behind) (NP (DT a) (NN bike))))))) (. .)))	(ROOT (NP (NP (DT The) (NN girl)) (NP (NNS skis))))	A man is sitting on a bench behind a bike.	The girl skis	contradiction	contradiction
