sentence	label
Where can I find the status of my tax return ?	4
What do the red-and-white stripes on a barbershop pole stand for ?	0
What is the most advanced handheld calculator in the world ?	1
How many gallons of water go over Niagra Falls every second ?	5
How is a hydrogen bomb different from a nuclear bomb ?	0
What is the name of the disease that actress Hunter Tylo 's baby girl has ?	1
What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?	1
What does Robert mean ?	0
Hitler came to power in Germany in what year ?	5
The Iraqis launched their attack on Kuwait on what day ?	5
What is the highest Roman numeral ?	0
What island has a park called The Battery at is southern tip ?	4
How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?	5
What day was Pearl Harbor attacked in 1942 ?	5
What letter appears on the cold-water tap in Spain ?	1
What is God ?	0
How can someone become a federal agent ?	0
Who portrayed Maggio in the film From Here to Eternity ?	3
What 's the only work by Michelangelo that bears his signature ?	1
When are sheep shorn ?	5
About how many soldiers died in World War II ?	5
What is a word whose letters can be rearranged to form a different word ?	1
What prompted the co-pilot of the Enola Gay to enter only `` My God '' in his log ?	0
What famous New York City mayor wrote the hit song , `` Will You Love Me in December as You Do in May ? ''	3
What currency is used in Australia ?	1
What is the difference between a preface and a foreword ?	0
How do ants have sex ?	0
Shea and Gould had an office in Los Angeles for how long before closing it ?	5
How long is the world 's largest ship , in meters ?	5
Who created the character James Bond ?	3
What film featured a snarly character named Kid Shelleen ?	1
What is the oldest ethnological museum in the world ?	4
What is the pig population of the world ?	5
What does the term `` spaghetti western '' mean ?	0
Who made a boat out of gopher wood ?	3
What percentage of the body is muscle ?	5
What U.S. Government agency registers trademarks ?	3
What is the per-capita income of Colombia , South America ?	5
Where can I get information concerning child custody files for the State of Utah ?	4
Name the 5 words that use all of the letters in the alphabet , except Q , with no repeats .	1
How long do you have to live in a community to vote ?	5
What is chronic constipation a symptom of ?	1
Name a civil war battlefield .	4
What daughter of Henry VIII and Anne Boleyn became queen of England ?	3
What is the origin of the term soda jerk ?	0
What product features a frog that says `` dig 'em '' ?	1
What is the full classification of a lady bug ?	1
What well-known TV talk show host was a lay preacher by the time he was seventeen ?	3
What are the cookies in Internet ?	0
What eastern state sprouted the first commercial nuclear power plant in the U.S. ?	4
What 's the Fahrenheit equivalent of zero degrees centigrade ?	5
Who invented the Wonderbra ?	3
What college produced the most winning Super Bowl quarterbacks ?	3
What is HTML ?	2
What was the name of the U.S. 's first manned space program ?	1
Where can I get U.S. economic statistics ?	4
How many years ago did the ship Titanic sink ?	5
What are the Benelux countries ?	4
How many months does it take the moon to revolve around the Earth ?	5
What is pasta ?	0
What does the name `` Sheri '' mean ?	0
Why is it called `` hamburger '' if there is no ham in it ?	0
What Frederick Forsyth novel chronicles the toppling of an African government by mercenaries ?	1
What is `` Chicago Hope '' ?	0
What is the history of skateboarding ?	0
Give a reason for American Indians oftentimes dropping out of school .	0
What kind of flowers does detective Nero Wolfe raise ?	1
What company sells the most greeting cards ?	3
What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?	1
What are bear and bull markets ?	0
Name the country of giants twelve times the size of man in `` Gulliver 's Travels . ''	4
In a computer , what does SCSI mean ?	2
How many languages are there in the world ?	5
When did Theo Rousseau paint the `` Forest of Fontaine '' ?	5
How much calcium should an adult female have daily ?	5
How many wings does a flea have ?	5
What TV show did John Sebastian sing the theme for ?	1
What Spanish artist painted Crucifixion ?	3
What are the words to the Canadian National anthem ?	0
Name the fast food chain with the golden arches .	3
What Texas surgeon performed the first artificial heart transplant ?	3
When did Aldous Huxley write , `` Brave New World '' ?	5
What desert has the highest sand dunes ?	4
What is mandibulofacial dysostosis ?	0
What is the average time it takes for a male to ejaculate ?	5
What is the weakest bone in the body ?	1
What was the first video ever made ?	1
What is diabetes ?	0
Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?	3
What first name was Nipsy Russell given at birth ?	3
What is the main language of Sao Paulo , Brazil ?	1
What is a conifer ?	0
How do chickens have baby chicks ?	0
What is the definition of the Scrabble word ` syzygy ' ?	0
What food of the three bears did Goldilocks eat ?	1
What is a fear of everything ?	1
What rock group raised a ruckus at the White House by singing American Woman ?	3
What 's the international radio code word for the letter F ?	1
How do you recognize anorexia ?	0
What TV station did Mary Richards work for ?	1
What is a fear of children ?	1
What state does Martha Stewart live in ?	4
Who built the first successful stern wheel steamboat ?	3
What is a fear of being cold ?	1
What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?	3
What does a resurrectionist steal ?	1
What year did Jack Nicklaus join the Professional Golfers Association tour ?	5
What are the Urals ?	0
What nationality is Ileana Cotrubas ?	4
When was the Big Thompson flood ?	5
What are the 7 Wonders of the World ?	1
What do chefs call The Master Spice ?	1
How many more weeks of winter are there if a ground hog sees his shadow ?	5
How much did Lucy Van Pelt originally charge for psychiatric sessions ?	5
What is the history of yo-yos ?	0
Name the soft drink that is `` number one in the sun . ''	1
What was the name of the flight that Fawaz Younis hijacked ?	1
What ice creams contain seaweed ?	1
In what high-risk business venture did Jimmy the Greek bet and lose ?	3
Where is Santa Lucia ?	4
How many cullions does a male have ?	5
What did the Confederate Constitution say about slavery ?	0
What is the population of Ohio ?	5
What do you call a Poker hand with five cards of the same suit ?	1
What U.S. city 's skyline boasts the Gateway Arch ?	4
What is the oldest website on the Internet ?	4
In what deodorant commercial did tenants have adjoining medicine cabinets ?	1
What was Edward Albee 's first full-length play ?	1
What is the origin of the midwest slang , ` you 're darn tootin ' ?	0
When did Gothic art and architecture flourish ?	5
What Colorado city owns its own glacier ?	4
How many member states are in the UN ?	5
What city contains the district of Hell 's Kitchen ?	4
What are the 10 plagues of Egypt ?	1
What is the mean income of the top 10% , top 5% , and top 1% ?	5
Where do I find information for foreclosure properties on the Internet ?	4
What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?	0
Who holds the career record for the most major league home runs ?	3
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?	3
What song served as the closing theme of The Johnny Cash Show ?	1
What is the cause of endangered species ?	0
How did Edith Bunker die ?	0
What Chilean president was killed in a 1973 coup d 'etat ?	3
What 1963 Joseph L. Mankiewicz film cost $28 million ?	1
Where 's the 19th hole on a golf course ?	4
What is usenet for the Internet ?	0
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?	4
Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?	4
Where was Poe born ?	4
Where can I find a case on Americans with Disabilities Act of 199 ?	4
What is considered the costliest disaster the insurance industry has ever faced ?	1
What nationality is Pope John Paul II ?	4
What is the origin of the surname of Braun ?	0
Which police department made the largest cocaine seizure ever in Ventura County ?	3
Why is Microsoft 's Windows 3 software so successful ?	0
What is paracetamol ?	0
What does it take to be a hero ?	1
Who are the Challengers of the Unknown ?	3
What two Caribbean countries share the island of Hispaniola ?	4
Name the ship Beany and Cecil sailed .	1
What is a fear of rejection ?	1
How tall is the replica of the Matterhorn at Disneyland ?	5
What class is categorized as the bourgeoisie ?	1
What island is home to statues called Mauis ?	4
What card suit originally represented the peasant class ?	1
What device provided a new way to listen to music in 1963 ?	1
Which company claimed to be `` the world 's biggest toy store '' ?	3
What fossilizes to form coprolite ?	1
Where did Dikembe Mutombo go to college ?	4
When does menstruation begin ?	5
What is the name of the game that Garry Kasparov plays ?	1
What happened in the Long March ?	0
What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?	1
What was the first Lifesaver flavor ?	1
What is a fear of failure ?	1
What is the student population at the University of Massachusetts in Amherst ?	5
What 1915 film was the first to gross $5 million ?	1
Which of the five senses develops first ?	1
What continent is Bolivia on ?	4
What canal does the Thatcher Ferry Bridge span ?	4
What is e-commerce ?	0
What is the name of Kevin Costner 's movie about Sioux Indians ?	1
What was the nickname of German flying ace Manfred von Richthofen ?	3
What is the Home Rule Act ?	0
What color are seven of every 10 houses in the U.S. ?	1
What does the Statue of Liberty wear on her feet ?	1
How much will the California be in the year 2000 ?	5
On which dates does the running of the bulls occur in Pamplona , Spain ?	5
What 's the second-most-used vowel in English ?	1
What is probability theory ?	0
How is plastic made ?	0
What are the first ten amendements passed ?	1
Which produces the longer sperm - an elephant or a mouse ?	1
What is the proof that houseplants metabolize carcinogens ?	0
What is the main ingredient of yogurt ?	1
What African country is governed from Ouagadougou ?	4
How does it make its colors ?	0
Who did Sara Jane Moore try to assassinate ?	3
What Caribbean island is sometimes called Little England ?	4
What TV talk-show host lends his name to a line of men 's clothing ?	3
Who is the Incredible Hulk in reality ?	3
What does the name Billie mean ?	0
What are the words to the song sung by `` Banana in Pajamas '' ?	0
What is a person 's socioeconomic position ?	0
How many calories are there in soy sauce ?	5
Where can I find lyrics for R&B ?	4
What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?	1
What is a fear of punishment ?	1
What tennis term is said to come from the French word for egg ?	1
What kind of rocket launched the Surveyor spacecraft ?	1
What does `` Philebus-like '' mean ?	0
What is digitalis ?	0
What celestial body has a diameter of 864 , 000 miles ?	4
How many people in America snore ?	5
What is the largest city in Connecticut ?	4
What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?	1
What government department did The Untouchables work for ?	3
Where does the U.S. rank among world countries in area ?	5
What two South American countries do n't border Brazil ?	4
What country lies directly south of Detroit ?	4
What dangles over the tongue from the palate ?	1
What is color ?	0
Where is Trinidad ?	4
Where can I find a website that gives comparisons of good prices ?	4
What 's the population of Biloxi , Mississippi ?	5
What is a hyperlink ?	0
What program do I need to run a .tbk file ?	1
Where did the energy for the Big Bang come from ?	0
What instrument does Benny Carter play ?	1
How does salt melt ice and snow ?	0
What famed wall supports the Badaling turret ?	4
What color is `` ash '' ?	1
How does a rainbow form ?	0
What is the first day of the week ?	5
What two Japanese cities are spelled with the letters K , O , O , T and Y ?	4
What is the address for the main government office in Rome , Italy ?	4
What is a Jellicle Cat ?	0
How do I do this ?	0
What is the function of the appendix ?	0
How far out is the universe ?	5
What are the largest deserts in the world ?	4
When are the Oscars Academy Awards in 1999 ?	5
Where is the Orange Bowl ?	4
What is the feudal system ?	0
What is a neurosurgeon ?	0
Who portrayed W.C. Fields in the film W.C. Fields and Me ?	3
What general direction does the journey in Around the World in 80 Days proceed in ?	4
How many times has `` Louie , Louie '' been recorded ?	5
What does SIDS stand for ?	2
Who wrote `` The Scarlet Letter '' ?	3
How many points make up a perfect fivepin bowling score ?	5
What 's the highest possible bid in Contract Bridge ?	1
What are people doing to help prevent the extinction of birds ?	0
What plants are found in an estuary ?	1
What can be done about snoring ?	0
When was Dick Clark born ?	5
What is a softball made of ?	1
What state on the Gulf of Mexico has its lowest point five feet below sea level ?	4
What kind of education do I need to become a flight attendant ?	1
What female faith healer wrote the inspirational book I Believe in Miracles ?	3
What was John Steinbeck 's travelling companion Charley ?	1
What Muhammad Ali maneuver was George Foreman the first victim of ?	1
When was Queen Victoria born ?	5
What operating system do IBM-compatible machines use ?	1
What sport features slotbacks , tailbacks , and touchbacks ?	1
Who reports the weather on the `` Good Morning America '' television show ?	3
Why can 't ostriches fly ?	0
What kind of animals were in the Paleozoic era ?	1
What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?	3
What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?	3
When was Hurricane Hugo ?	5
How old was Gene Siskel ?	5
How old was Stevie Wonder when he signed with Motown Records ?	5
How much does a new railroad coal car cost ?	5
What is a rhomboideus minor ?	0
What record company produced the 1978 movie The Wiz ?	3
What are the three animals in Sheila Burnford 's The Incredible Journey ?	1
What hockey team did Wayne Gretzky play for ?	3
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?	5
Where are the 49 steps ?	4
Name a movie about the Sioux Indians starring Kevin Costner .	1
What is a technique popularly used to detect birth defects ?	1
What direction do the best surfing beaches face ?	4
What U.S. city is known as The Rubber Capital of the World ?	4
What is the current ticket fare from from Cairo to Barbados ?	5
How can I determine the radius of an ellipse ?	0
What sign is The Water Carrier the zodiacal symbol for ?	1
What countries have the most auto thefts ?	4
What does palindromic mean ?	0
What was the largest city in the world to declare martial law in 1989 ?	4
What city is wiener schnitzel named for ?	4
What 's the geographic term for the submerged fringe of a continent ?	1
What role do fruits play in the survival of plants ?	3
How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?	5
What is Nitrox diving ?	0
What country boasts the southernmost point in continental Europe ?	4
What overalls are named for Dungri , a suburb of Bombay ?	1
How many bottles of wine were prisoners in the Bastille allowed per day ?	5
What is software piracy ?	0
Who betrayed Norway to the Nazis ?	3
Who invented the road traffic cone ?	3
Who are cartoondom 's Super Six ?	3
What is the lens behind the iris in the eye called ?	1
What is a fear of bees ?	1
What king boycotted Prince Charles 's wedding ?	3
What are dingoes ?	0
Who wrote The Ugly Duckling ?	3
On which date is the Ukrainians ' Christmas ?	5
What President was assassinated by Charles J. Guiteau ?	3
Who was Darth Vader 's son ?	3
What is the origin of `` jiggy '' as in getting jiggy with it ?	0
What 's the main vegetable in vichyssoise ?	1
On what continent is Mozambique ?	4
What TV family sometimes buys eclairs from Nelson 's Bakery ?	3
Who was the first American poet to win the Nobel Prize for literature , in 1948 ?	3
What well-known music personality is the father of an adopted son named Hans Christian Henderson ?	3
What country boasts the most cars per mile of road ?	4
What baseball player was walked the most times ?	3
What animal received royal assent as an emblem of Canada on March 24 , 1975 ?	1
Who appointed the chair of the Federal Reserve ?	3
What continent 's name appears on the upper left corner of a Budweiser label ?	4
What is an aortic abdominal aneurysm ?	0
What is the latitude and longitude of El Paso , Texas ?	5
What is California 's state bird ?	1
What kind of poisoning is known as plumbism ?	1
Kosovo is a province of what country ?	4
How many gallons of paint does it take to paint the Golden Gate Bridge ?	5
What fast food is prepared with a `` secret blend of 11 herbs and spices ? ''	1
What is the organizational structure of the New Delhi Indira Gandhi airport ?	1
Who played the title role in My Favorite Martian ?	3
What two states is Washington D.C. between ?	4
What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?	5
Which breakfast cereal brought you `` the best each morning '' ?	1
What river does the Grand Coulee Dam dam ?	4
Who is the youngest of the Beatles ?	3
What common ailment can 't you catch at the North Pole ?	1
What was the first Gilbert and Sullivan opera ?	1
What happens when lightning strikes a body of water ?	0
What singer sings `` Oh Boy '' ?	3
What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?	1
Which Bloom County resident wreaks havoc with a computer ?	3
How do you say I love you in Spanish ?	1
What 's the second-most-used murder weapon in the U.S. ?	1
What are the names of Richard Nixon 's two daughters ?	3
Where is the Taj Mahal ?	4
Where did guinea pigs originate ?	4
Who is Langston Hughes ?	3
Who is the one Independent Member of Congress ?	3
Which ear can most people hear better with ?	1
What are the world 's three largest oceans , in order of size ?	4
What two major world religions began in India ?	1
What concerts are held in New York this week ?	1
How do I impress a guy ?	0
What is the Taj Majal made of ?	1
What credit card features a centurion on its face ?	1
Where is the world 's most active volcano located ?	4
What is carpal tunnel syndrome ?	0
What is the most efficient way to start a barbeque ?	1
How does a hurricane form ?	0
What is Columbia Tristar 's phone number ?	5
What nuclear process takes place in an H-bomb ?	0
What is Smokey The Bear 's middle name ?	1
What exactly is the purpose of the anteater ?	0
When was the G7 group of nations formed ?	5
What does a collier mine ?	1
How old is too old for a child to not be talking ?	5
What 's the oldest capital city in the Americas ?	4
Where are the leading medical groups specializing in lung diseases ?	4
What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''	0
How do you build a solar car for a high school experiment ?	0
What U.S. state ends with a G ?	4
How many people live in Tokyo ?	5
Which of the following men was not married to Rita Hayworth ?	3
What is the world 's largest distilling company ?	3
What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?	0
What college football team did Knute Rockne build into a power ?	3
Name the four stories contained in Edith Wharton 's `` Old New York . ''	1
How high must a mountain be to be called a mountain ?	5
How much money are Dumbo 's ears insured for ?	5
What are the Arabic Numerals from 1 to 10 ?	0
What war did the Potsdam Conference follow ?	1
What is the HIGHEST Roman numeral ?	0
Which continent has the most roses ?	4
How many days does a typical mayfly live ?	5
Where was `` I have fallen , and I can 't get up '' said first ?	4
What does the double-O indicate in 007 ?	0
What is another name for nearsightedness ?	1
How many miles is it from Frankfurt , Germany to Salzburg , Austria ?	5
What is the number of American soldiers deployed to South Korea ?	5
How many grooves are on a dime 's edge ?	5
On what T.V. show could Tom Terrific be found ?	1
What is a portal ?	0
What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?	3
How many Superbowls have the ers won ?	5
How does a scientific calculator work ?	0
How does the chain of command work inside an US army Apache helicopter ?	0
What is the Internet2 ?	0
How many people are there in the world ?	5
About how many Americans are still unaccounted for from the Vietnam war ?	5
Mississippi is nicknamed what ?	1
What layer of the atmosphere contains most of the ozone layer ?	1
Which of these are authors ?	3
What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?	3
What is the difference between terry cloth and French terry ?	0
What river runs through Liverpool ?	4
How much in miles is a ten K run ?	5
What is LMDS ?	2
Which drug is commonly used to treat AIDS ?	1
What is Margaret Thatcher known for ?	0
What 's the origin of the word ` news ' ?	0
What type of currency is used in China ?	1
Aspartame is known by what other name ?	1
Who died 1 feet from where John F. Kennedy did ?	3
Who directed the first Woody Woodpecker cartoon ?	3
Where is the Virtual Desk Reference ?	4
Who is Samuel Pickering ?	3
What is the chemiosmotic theory ?	0
What actress has received the most Oscar nominations ?	3
Why does it snow ?	0
Who said : `` What contemptible scoundrel stole the cork from my lunch ? ''	3
Where is Procter & Gamble based in the U.S. ?	4
What is a fear of touching ?	1
What 's new in the postal world in 1999 ?	0
What is Maurizio Pellegrin 's age ?	5
How do you send a movie transcript to Hollywood so that it can be produced into a film ?	0
Why is the development of space so important ?	0
What explorers followed Columbus to the Americas ?	3
What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?	1
How is silk screening done ?	0
What country did the Romans call Hibernia ?	4
What term means a sexual attraction between a male and a female ?	1
Who does the voices of the Simpsons ?	3
What is Mississippi 's state animal ?	1
What 's the maximum number of clubs a golfer may use in a round ?	5
What is Dick Clark 's birthday ?	5
What makes hamburgers taste like steakburgers ?	0
How do you get to the top of the Eiffel Tower ?	0
What is a research expedition in mountain climbing ?	1
What is an arab strap ?	0
What are some good fractal web sites ?	4
Why do people shake hands to show friendliness ?	0
How many chemical elements are there ?	5
Mississippi has what name for a state nickname ?	4
Where can I find full written draft of CTBT ?	4
What 's the name of the temple that is located near the capital city of Laos ?	4
What 's the sequel to Alice 's Adventures in Wonderland ?	1
What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?	0
What is an urban legend ?	0
What country did the ancient Romans refer to as Hibernia ?	4
How much did the first Barbie doll sell for in 1959 ?	5
What do you call a book of quotes ?	1
What is a fear of gravity ?	1
What actor first portrayed James Bond ?	3
What was the name of Randy Steven Craft 's lawyer ?	3
What is the softest part of the body ?	1
What Broadway show introduced the song Some Enchanted Evening ?	1
What U.S. Air Force general led the first bombing raid over Tokyo ?	3
Which of the following celebrities started his show-biz career as a disc jockey ?	3
How can you be happy ?	0
What is a geoscientist ?	0
Which gender has bigger thighs ?	1
What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?	1
What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?	3
What does BTU mean ?	2
What game is Garry Kasparov really good at ?	1
What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?	4
The second most popular sport worldwide is what ?	1
Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?	3
What is the English meaning of caliente ?	0
Who were John F. Kennedy 's dogs ?	1
When was cigarette advertising banned on television and radio ?	5
Who was the prophet of the Muslim people ?	3
How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?	5
What is Boston Kreme ?	0
How is it correct to say ` qigong ' ?	0
What is the electronic device used to produce visual displays corresponding to electric signals ?	1
What seven digits follow the area code in the number for long distance information ?	5
What is the name of the dog on the Cracker Jack box ?	1
What is April 's gemstone ?	1
How many bones are there in the human hand ?	5
Name Dick Tracy 's two children .	3
What is hebephrenia ?	0
What is after death ?	1
What African animals are known as The Big Five ?	1
What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ?	1
What 's the Southern dish made of pigs ' small intestines ?	1
What two commanders directed the forces in the Battle of El Alamein ?	3
What is a fear of thunder ?	1
What does a teaspoon of matter weigh in a black hole ?	5
The name of the actor who played the detective in the film Kindergarden Cop is what ?	3
What part did John Peter Zenger play in the deveopment of the newspaper in America ?	3
What does the abbreviation AIDS stand for ?	2
Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?	3
How do I tie a tie ?	0
Which of the following people is not associated with Andy Warhol ?	3
What is multimedia ?	0
What painter popularized soup cans and Brillo soap pad boxes ?	3
What did 8 , CD NNS VBP TO VB NNP POS NN .	1
What is a fear of motion ?	1
Who was the first Russian astronaut to walk in space ?	3
Where is Procter & Gamble headquartered in the U.S. ?	4
Who developed potlatch ?	3
What were the trials called which followed World War II ?	1
Why are so many umbrellas black ?	0
What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?	3
What is a fear of reptiles ?	1
Who is the richest woman in the world ?	3
How much energy is released when oxygen and hydrogen mix ?	5
What is the abbreviated form of the National Bureau of Investigation ?	2
What two countries is Andorra nestled between ?	4
What famous communist leader died in Mexico City ?	3
What are the odds of giving birth to twins ?	5
Why doesn 't www.answers.com have any answers to my questions ?	0
What country is Mount Everest in ?	4
How many school districts are there in the United States ?	5
Why is Jane Goodall famous ?	0
What is the circumorbital hematoma ?	0
How many people live in Chile ?	5
How many calories are in a tomato ?	5
Describe the Finnish music personality Salonen 's appearance .	0
How many Leos have been Pope ?	5
What city hosted the first Winter Olympics in Asia ?	4
Where have the most dinosaur remains been found ?	4
What is the difference between college and graduate school ?	0
Where did Ty Cobb grow up ?	4
What was Al Capone finally imprisoned for , in 1931 ?	0
Where was the Ligurian Republic , 1797-185 , ?	4
What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?	1
What city is the setting for Puccini 's opera La Boheme ?	4
What date did man first land on the moon ?	5
What instrument is Ray Charles best known for playing ?	1
What Peruvian city is home to the mummified body of Francisco Pizarro ?	4
Who portrayed portly criminologist Carl Hyatt on Checkmate ?	3
How many U.S. presidents were assassinated during Queen Victoria 's reign ?	5
What city was Martin Luther King Jr. assassinated in ?	4
What multitalented Academy-award-winning director failed a college course in motion-picture production ?	3
What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?	4
What brand of white rum is still made in Cuba ?	1
What is the origin of the name ` Scarlett ' ?	0
What did Jimmy Stewart invent ?	1
What did Abolitionists try to end ?	1
What country has the highest arson rate ?	4
What are the world 's four oceans ?	4
How can I call a friend in another country when I do not know the telephone number ?	0
What 's the only color Johnny Cash wears on stage ?	1
What term does a Czech use to describe a Pole ?	1
Who were the four famous founders of United Artists ?	3
Who was made the first honorary citizen of the U.S. ?	3
What four tastes can a human distinguish ?	1
What is molybdenum ?	0
How do you become a dentist ?	0
What baseball team became the Minnesota Twins ?	3
Why is black the color of mourning in the West ?	0
Where is Romania located ?	4
What is Bella Abzug 's sartorial trademark ?	1
Why do people in the upper peninsula of Michagin say `` eh ? '' ?	0
What are the chances of pregnacy if the penis does not penetrate the vagina ?	5
What engineer invented the pull-tab can ?	3
On what day were John F and Jackie Kennedy married ?	5
What computer operating system is on the most computers ?	1
What is the average life expectancy of a male in Ireland in 1996 ?	5
What is the Pennsylvania state income tax rate ?	5
What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?	1
What does Playboy title its `` continuing dialog on contemporary issues between Playboy and its readers '' ?	1
What are the first six words of Dickens 's A Tale of Two Cities ?	1
What does Choo Choo Charlie say ?	0
What park contains Firehole River and Fairy Falls ?	4
What day of the week was July 13 ?	5
What Italian leader had a lifelong fear of the evil eye ?	3
What city 's the kickoff point for climbs of Mount Everest ?	4
What police force did Mack Sennett create ?	3
How many species of the Great White shark are there ?	5
What causes canker sores in the mouth ?	0
How would I find the price of different organs that have been donated ?	0
Who seized power from Milton Obote in 1971 ?	3
Who was the first X-Man to die in battle ?	3
How long does it take the typical American to eat 23 quarts of ice cream ?	5
What London museum features a Chamber of Horrors ?	4
What NFL team did Vince Lombardi end his coaching career with ?	3
Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?	3
What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?	1
What bay divides Maryland 's Eastern and Western Shores ?	4
What company started out making pies , and wound up manufacturing plastic throwing toys ?	3
What is the most widely cultivated plant ?	1
What is a horologist ?	0
What chapter of the Bible has the most verses ?	5
What is the origin of the word `` sideburns '' ?	0
What were the first bodies visited by spacecraft ?	4
What 's a `` Drinker respirator '' better known as ?	1
What is viscosity ?	0
What are my legal rights in an automobile repossession in California ?	0
What percentage of all world tornados touch down in the US ?	5
Who played the title role in I Was a Teenage Werewolf ?	3
How big is the Electoral College ?	5
What measures did Clinton take to avoid the draft ?	1
Which city in Canada is the least-populated ?	4
What did Englishman John Hawkins begin selling to New World colonists in 1562 ?	1
What will the California gas tax be in the year 2000 ?	5
How can I find out what year a Beanie Baby was introduced ?	0
What year was Janet Jackson 's first album released ?	5
Where is the world championship sled dog race held each February ?	4
What are fingernails made of ?	1
What amount of folic acid should an expectant mother take daily ?	5
Who said : `` Old soldiers never die ; they just fade away '' ?	3
Who were leaders of the Byzantine empire ?	3
Aspartame is also called what ?	1
What is idealab ! ?	0
The film `` Jaws '' was made in what year ?	5
What is moxie ?	0
Name the On Stage character whose face was never seen .	3
Who is currently the most popular singer in the world ?	3
Rotary engine cars were made by what company ?	3
Name a country that is developing a magnetic levitation railway system ?	4
Why were the American soldiers in WWI called `` Doughboys ''	0
What does the technique called `` cold fusion '' produce ?	1
What animal has been called The Poor Man 's Cow ?	1
What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?	1
Where is the Isle of Man ?	4
What were popular songs and types of songs in the 1920s ?	1
What causes the redness in your cheeks when you blush ?	0
What is gymnophobia ?	0
What is Latin for incompetent ?	1
Who wrote Sons and Lovers ?	3
What car was driven in the 199 release of `` Smokey and the Bandit '' ?	1
What mountains lie between the Arkansas and Missouri rivers ?	4
Where can I find information on becoming a journalist ?	4
Why was the L.A. office of Shea and Gould closed ?	0
Where can I get a complete listing of showtimes in my area ?	4
What ill-fated American general dragged a bull terrier named Willie through World War II ?	3
What sea is Bombay on ?	4
What is the first book of the Old Testament ?	1
Who portrayed Dracula in Hammer Studios ' films ?	3
What ethnic group introduced the idea of potlatch ?	3
Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?	3
What are the biggest Indian airports ?	4
What is splatterpunk ?	0
What is kept in Fort Knox that is so valuable ?	1
What country is the biggest producer of tungsten ?	4
Who said `` What contemptible scoundrel stole the cork from my lunch ? ''	3
Who is reputed to be the greatest maker of violins ?	3
What U.S. state lived under six flags ?	4
What 19th-century painter died in the Marquesas Islands ?	3
Who fired Maria Ybarra from her position in San Diego council ?	3
What is a drought ?	0
What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?	3
What U.S. university boasts the largest library ?	3
Who led the opposition when Konrad Adenauer was Chancellor in Germany ?	3
What whisky is `` known by the company it keeps '' ?	1
Who wrote ` The Pines of Rome ' ?	3
What do pointed letters mean to a handwriting analyst ?	0
What 's the name of the Tampa newspaper ?	1
What former African leader held his country 's boxing title for nine years ?	3
How many CDs has Garth Brooks sold ?	5
What is a fear of glass ?	1
Who wrote the Farmer 's Almanac ?	3
How hot should the oven be when baking Peachy Oat Muffins ?	5
What does the abbreviation cwt. ?	2
What is widely used to detect prenatal birth defects ?	1
What is the greatest source of `` white '' magic in the Marvel Universe ?	1
What day is August 13 , 1971 ?	5
