sentence	label
i 've got a buddy who 's trying to offload his almost new $300 systematic because he saw what this router can do .	1
you can use the player to store your computer data files ( good feature to have ) .	1
also if you do manage to get it installed , any problems with liveupdate or with system works will also affect the functionality and/or the process of updating internet security .	0
i still give the ipod five stars , though , as it could have been something i did incorrectly during the install ( though i did follow the onscreen prompts ) so i 'll give apple the benefit of the doubt .	1
frankly , i think this is one of the niftiest pieces of hardware i 've ever used .	1
i did it and it was worse the second time around . . . unbelievable .	0
i got the diaper champ because of the great reviews as well as the fact that you can use regular garbage bags .	1
the ! . sound quality is great .	1
while i 'm not too keen on their customer service ( none of the products i have from creative have given me issues ) , i can definitely recommend the zen micro for the simple fact that it does exactly what it is supposed to do and more . . . without needing any of the extra hype except word of mouth .	1
my file log was not responding and the program was not blocking any cookies or unauthorized sites .	0
there is no odor and it is very easy to use .	1
this item is exceptional i like the ease of use and it held the odor in great .	1
i purchased two of these beauties .	1
it feels tiny in the hand without it .	1
3 no voice recorder -- this has also become an important and popular feature that the ipod unfortunately doesn 't have .	0
the camera and video functionality is decent , i can 't see myself wasting my time with it , but some people will .	1
when the router is working it is a very nice machine for the money .	1
bottom line great phone for the time being .	1
"the computer interface is 90% good , only losing points due to the fact that "" creative "" branding is all over the place within it ."	1
the software is very easy to use , and the transfer is super fast ! .	1
plus , if you order from amazon . com , they will exchange it for you no problem .	1
it was a symantec error .	0
i am getting better speeds on all my web programs .	1
it was easy to assemble , and the diapers fit perfectly into the little nook before they make their way into the pail portion .	1
when you put this phone in your pocket you forget it is there ; . it is unbelievably small and oh , so light .	1
i have ripped over 100 songs from my cd collection and it was so easy and fast , and they all sound great .	1
even though i never ventured into the cloth land , i was very impressed by how well this works at keeping diapers and their accompanying odor in the pail and out of our life ! .	1
with accessories , you can make the ipod into a digital recorder , broadcast it remotely through stereo speakers using wireless technology , and play it through your car speakers using either a cd adaptor or fm stereo broadcaster .	1
the zen micro is no exception : in addition to the case , it comes with a neck strap , and has all of the necessary cables for syncing and charging .	1
"the fact that the "" 0 "" key is the space key for text input is a bit confusing , as many phones use the "" # "" key instead ."	0
i purchased this over the ipod mini because it had several nice features : extra 1g storage , wma support , replaceable battery , and especially that it wasn 't an apple product with their proprietary architecture .	1
the extra gb is just a bonus .	1
is it necessary to scan my ms money database when i close the program ? .	0
the infrared is a blessing if you have a previous nokia and want to transfer your old phone book to this phone , saved me hours of re-entering my numbers .	1
1 speakers at home , i rarely use it with the earbuds , though they are much better than the ones you normally get with other mp3 players .	1
"i have had no problem either with backward compatibility , in that the "" mixed mode "" feature lets you both 54 and 11 mb cards off the router ."	1
battery : compared to the other players on the market , the ipod has one of the worst batteries around .	0
it comes equipped with lot of wallpapers and polyphonic sweet tunes .	1
it also has a stock tracking app built in ( also useless ) and a somewhat useful application which converts all types of metrics ( currency , length , area , etc ) .	0
as the 6600 uses 900mhz , it operates in more countries than the 6620 .	1
ooh , and i dropped it and it still works fine : this little camera has so many features i have n 't even gotten to all of them yet .	1
"about the product : the zen micro is a sleek , stylish device that caters not just to "" hip "" youngsters but to people of all walks of life who like to listen on the go without having to worry frequently about battery life , size , or the "" awkward "" factor ."	1
initially these phones were fun to play with some of the cool features like the speaker phone , web browser and of course the built in camera .	1
so far it has been very durable ( other than the little pads on the earbuds ) , but those aren 't really necessary as i find them comfortable on their own .	1
if you want to work wirelessly , this router does just what you want it to do and my geek friends say that the security is as good as it gets right now .	1
but this by far is the best phone out there right now ! .	1
my experience with installation was quite good .	1
and i must say . . . this mp3 is very cool .	1
ultimately you will learn just how bad nokia is , and why their recent loss of market share is so utterly deserved .	0
it has all the features one would need in a cellphone .	1
after installation , which was very simple . . . . i downloaded any updated software from the creative website , before i downloaded any music .	1
if you currently own the 2003 version , and are looking to upgrade to the 2004 version , don 't .	0
our norton internet/av 2004 was terrible right from the get go , so i 'd think that if steelworks is ok now , it should remain ok .	0
it was a very quick setup and installation , in fact the disc that it comes with pretty much makes sure you cant mess it up .	1
the wrt54g plus the hga7t is a perfect solution if you need wireless coverage in a wider area or for a hard-walled house as was my case .	1
in minutes i was easily navigating through the menus .	1
the vibrate setting is loud ! .	0
their site offers no live help at all .	0
i almost always get a good strong signal , even in fairly remote areas here in the southwest .	1
the quality is significant and you 'll be very happy from saving time and the headache .	1
this is the mp3 player with everything i need . as long as it lasts me a good three years , i 'm satisfied .	1
in conclusion , i gave the ipod a 4/5 because anything this expensive should would work just about flawlessly .	1
the zen micro is near perfect .	1
"20 gb or 40 gb ? . the pros of the 40 gb : comes with a "" dock station "" and double storage space ( 10 , 000 songs ) ."	1
it 's still alive , still kicking , and still playing .	1
they 're easy to use .	1
the one huge disappointment is that the phones manufactured for t-mobile lack many of the menus and functions that a nokia straight from the manufacturer should have .	0
best phone i 've ever owned , period .	1
once you set it up , it 's great .	1
the speed control is well designed and it works perfectly .	1
although it has chubby hips , the device isn 't really so big .	1
"i recently had to run a 3/4 "" straight bit through hard maple to make a deep dado and was amazed that this machine didn 't even slow down ."	1
its steel backing picks up fingerprints and scratches easily , not great from a cosmetic standpoint .	0
their products have been great and have saved my bacon on numerous occasions .	1
it 's really well made and has survived sliding across floors and pavement without a scratch .	1
2 ) the champ uses regular store bags .	1
the buttons on the phone are small , even for my small fingertips , but you get used to them rather quickly .	0
dependability : i 've seen no glitches .	1
it also has tons more features then previous creative products , and most of them are very useful such as the ability to customize the main menu to show the stuff you want , not the default items ( creative labs . com for more on that ) .	1
unfortunately , the 6610 does not offer voice dialing like my previous phone , but the other features it packs outweighs this shortcoming .	0
i use the scented bags and even if i don 't no smell ! .	1
i 've had this beauty for nearly 2 months now and i truely love it .	1
the thought of not having to buy refills and just using regular bags is awesome ! .	1
creative has put a lot of effort into making this player appeal to those true geeks that search for coolness and functionality in electronic devices .	1
as i mentioned in my first paragraph , it supports wpa security , which is far superior to wep .	1
i 'm not gonna go into the features cause if you 're reading this review , you 've probably already looked at them , but i must say the dj feature if very cool and the removable battery is also a bonus ! .	1
the clarity is unbelievable , which means you can cram almost the full 2 , 5 ! .	1
everything i wanted ! . the apple ipod has become one of the most sought-after electronic gadgets - and for good reason .	1
i have never had an odor problem ! .	1
the earbuds are great headphones as good as my ak studio 240 , well not as good but darn close .	1
the interface took a little getting used to .	0
( every now and then i spray down the inside of the pail with lysol ) *easy one-hand use *impossible for my inquisitive child to get the dirty diapers out of the pail every now and then odors do escape the pail , but that is rare -- and it usually just means that we 've crammed too much in there and need to change the bag .	1
it is currently permanently mounted ( 3 years now ) in my router table and will most likely stay there until its shot .	1
you can use it as a storage hard drive .	1
the keys are laid out normal so there is no guessing .	1
sound : this is where i love zen the most .	1
you can adjust the volume to be heard anywhere or so that it does n 't make that big of a disturbance .	1
when i opened the box , i was shocked by the size of this thing . . . it 's tiny ! .	1
has the click wheel and the ability to scan through thousands of songs and organizes them great .	1
the hard case they give with it must work well .	1
white earbuds ( i replaced those with some shire headphones , big difference ) , a case , a stand , a clip ( which doesn 't really work ) , and a nice little zen micro bag .	1
there are instructions to encrypt your personal wireless network so no one else can end up hogging/stealing your bandwidth .	1
its quiet .	0
and bluetooth does not drain the battery as quick as i thought it would , i usually can go 1 . 5 days with bluetooth on along with making calls before i need a full recharge .	1
the ringtones included are awesome , and did i mention they were polyphonic ? .	1
) no locked-in proprietary business like apple ; . this baby plays wmas too .	1
another 5 star performance .	1
the screen is quite big ( between all hand phone ) , but the just about 65000 color .	1
for a specific location , i still think its a great phone .	1
all in all i am pleased with the router .	1
"seems the "" program scan "" feature did not find the exe file for outlook ! ."	0
the sound quality is excellent and the speaker phone couldn 't be easier to use .	1
"also included in the "" games "" section is the great music trivia option - which tests your skill at being able to quickly place your own songs ."	1
you can 't do that with a sony t610 ( which i traded for a 6600 ) .	0
finally , after about a week 's use , the screen started to freeze on me .	0
i love the slim design ; . the weight would only be an issue if it were bulky .	1
other things that i miss are voice-activated dialing and a standard 2 . 5 mm headset jack .	0
fm radio built in ( howard stern ) .	1
4 ) one nice thing about nokias is that they have a ton of ring tone and game choices .	1
i also like the fact that you can edit your mp3 titles , etc .	1
. itunes -- this is a love-hate relationship program ; . usually people with mac like this program than people with a pc , but depending on your computer expertise , this could be a difficult program to use , and it is required for an ipod .	1
so , i was one who was ready to give it 5 stars with no complaints at all .	1
durability : not good . first problem , if you haven 't seen the news recently , the ipods are being recalled for battery problems and not lasting the advertised 18 months .	0
in a week of use i 've never had to reboot the router .	1
do not buy any home version of norton anything .	0
the design , as mentioned above , is sleek , cool and trendy ( and i think trendy = good , but it 's always hard to tell these days ) .	1
picture and video quality is ok .	1
this program would not let me send outlook email or listen to audible sample books online .	0
i have less money invested in the router table and dual routers than i would have if i had purchased a single cheap reliant sharper .	1
pros : large hard drive for the $$ -- 20gb and 40gb are both affordable .	1
the battery holds a charge for a very long time ( maybe 15 or so hours of use ) so realistically there are no real range or endurance issues associated with ipod use .	1
everything that i have listed above , the zen has , and more .	1
putting in mp3 player , lots of games and application to download .	1
autofocus feels exactly like my film camera while scene and manual mode add a little fun challenge to it all .	1
the first thing i did was upgrade the firmware to the version required for wmp10 , it syncs flawlessly with media player and transfers are fast .	1
the champ works great .	1
and best of all , no wasting money on special refill bags -- -this takes ordinary garbage bags ! .	1
if you are already using a previous version of nortron security and uni stalled it to install the new version , you will still have all kind of problems in installing the new version on your system ! .	0
t simply the best player on the market for a really low price , so why look anywhere else ? .	1
even better , with the optional headset you can listen to music over the integrated radio .	1
it is nokia and thus easy to access the menu options .	1
i have set up it 's pda features with avaunt . com where you can download info from sites like weather , map quest maps/directions into it , which is great .	1
thank you apple ! . you make fabulous products .	1
versatile and stylish .	1
for the price i think this is a remarkably fun mp3 player .	1
this is a terrible company with a bad product and awful support .	0
at 128 the songs sound very good .	1
next , the big reason not to buy any norton product : if there 's a problem with it , norton charges $30 to even tell them about it .	0
3 . play java games on it .	1
the same 4mp chip from the 4500 camera , plus a 3x zoom with the ability to expand upon that with extenders , great closeup mode , long lasting rechargable battery , etc etc .	1
nokia was my first non flip phone , and i 'm glad i decided to go with them .	1
also , not liking the gel case .	0
it 's important that people know the following : first , the interface is slow .	0
there is no photo viewing option , however , there is a 20 gb photo ipod , but it costs $20 more .	0
you need to know absolutely nothing about setting up the network .	1
the best thing to do with this version , is to leave it on the store shelf . it doesn 't work , and will cost you an enormous amount of your time , not to mention your hard earned dollars .	0
you won 't need to update your firewall and antivirus separately or install two disks .	1
: ! . ok , score 7 . 0 oh yes , the newest color of this phone is quite cool .	1
the setup was very easy .	1
i just uninstalled systemworks and internet security for at least the fifth time due to functionality issues .	0
i like it 's shape and it 's keypad and joystick .	1
pc cable is too expensive . . . $ 50 for a usb cable ? .	0
i 'm sure i don 't use it to the degree of some of the other purchasers , but i really like it ! .	1
way to go apple ! .	1
i got a 1gb mmc upgrade for this phone and now i can :	1
the digital zoom takes as good of pictures , as the optical zoom does ! .	1
track # , name , artist , album and genre is automatically-retrieved via internet-labeled , and properly categorized into the zen .	1
it is quiet and has plenty of power .	1
the 6610 has the radio function which is utterly useless .	0
i could make phone calls from locations i previously could not ( like my apartment ) .	1
the soft start is nice .	1
after 4 attempted installs , i have finally given up .	0
the setup software did everything .	1
reliability & build i dropped the player once from about 4 ft , and it fell hard , but kept on playing .	1
also , i am quite partial to the creative mediasource organizer and player software , which i had with audigy zs sound card originally ; . it is definitely an added plus .	1
it was so easy my toddler would dispose of her on diapers .	1
who wants to pay $30 to discuss a defect in a product that just cost $95 ? . ( i also bought the back-up cd ) .	0
this year , it seems that i choose my timing perfectly , having discovered the awesome device that is the zen micro .	1
this is definitely one of those products , especially as the company is leaning more towards making a profit .	0
it is a perfect phone in such a small and appealing package .	1
a huge beautiful color screen which can not been scratched at all even with the rough handling i give it .	1
- audio formats : supports both mp3 , wma . . . and yeah , wav too .	1
i had a casio unit , which had given great service , and would have been happy to get another one , but was tempted by the ipod 's sleek design , storage capacity , connection options- - firewire and usb , and its integration with itunes .	1
the best part about this router is now i have a dhaka server .	1
the user support service isn 't too great either .	0
it sits in the corner of our bathroom and we have never had any problems with odors at all ( and we live in the damp and humid south , where odors of all kinds are generally rife ) .	1
i would however highly recommend the m12v router ! .	1
hitachi 's m12v is a big beast of a router .	1
if you 're looking for a 3hp plunge router , the hitachi m12v is your best bet to stretch your equipment budget .	1
if you love your cell phone games or changing your ring tones everyday , nokia beats everyone else .	1
we were able to obtain a norton corporate edition of antivirus only ( no firewall or utilities ) and so far it 's great .	1
don 't use them , so i delete them for addle space .	0
the fm tuner is just a little spare icing on the cake .	1
otherwise , it takes very good pictures ; . shutter delay is n 't so bad either .	1
so i can 't tell you if diaper champ will be as good at containing the formula generated poop smell , but it 's excellent at containing the smell of poop of my breastfed baby ! .	1
when i purchase software , i never want to have to spend hours looking up solutions to my install problems -- in particular solutions that involve manually setting driver preferences or editing the registry ! .	0
bluetooth does not work on this phone .	0
i have used norton for the past 5 years and for the last 2 years , the software has gotten more and more disgraceful .	0
the handles make it very comfortable to use and i experience little vibration .	1
being a past norton customer , i consider this to be a slap to my face .	0
i find this feature on this phone useless , but , since i don 't really need this function anyway , i don 't really use it .	0
on top of being a workhorse and ultra reliable , it is just a plunge router that works really well .	1
the biggest problem is the installation .	0
i was looking for a phone which synced with mac osx using bluetooth , had decent battery life , could check email , had good reception , nice screen size and was durable ( i break often break small gadgets )	1
only if we could get one camera in it . .	0
i can recommend this phone to anyone , anytime .	1
their customer service agents are always prompt and polite and my service is terrific .	1
the phone is sturdy .	1
i decided to go with the diaper champ rather than the more popular diaper genie , because i didn 't like the idea of having to buy special bags .	1
its just as fast as the included creative software , but much less invasive , and overall better looking .	1
nokia and t-mobile really teamed up well on this baby .	1
the battery life is amazing .	1
sound quality : the ipod 's sound quality is pretty good .	1
it has enough power to hog out all the material in one pass , but i usually take multiple to prevent blowout and a smoother finish .	1
it has great battery life , fm radio , excellent signal , hands free speakerphone ( which i have to say is probably my favorite function ) and downloadable java apps .	1
anyhow , this software is working fine and no problems since i installed it two weeks ago .	1
the range is terrific , i am using this for my home and i was transferring at 50+mbs from my backyard .	1
it works great .	1
comments : overall this is still a great value , but is kind of overrated in the sense that there are beater deals on the market .	1
whether you are using disposable or cloth diapers , this is the truly the only diaper pail to get ! .	1
supporting an operating system , symbian os , you can download and run a lot of programs on this phone .	1
unfortunately , it does not give you the option of installing ( or installing ) them individually .	0
we have never had any problems with anything like loose wipes getting stuck ( we always wrap them in the dirty diaper ) .	1
in all fairness , customer reps are very nice , and they ( most of them ) try hard to answer your questions .	1
sure they say if it 's their fault you won 't get charged , but they are the ones who get to decide whether it 's their fault .	0
so , don 't buy this or upgrade .	0
speaking of battery , it 's removable and replaceable ! .	1
the design and construction are excellent -- as is the legendary quality of the nikon optics .	1
camera quality isn 't bad for the low resolution .	1
personally , i am very pleased with the diaper champ .	1
also i like the position of all the controls and the fact that it doesn 't have any extra knobs or gizmo's .	1
the edge guide has a nice micro adjust feature that works well .	1
by the way , i use the norton 2003 corporate at work with absolutely no trouble .	1
and it does an excellent job of keeping the odor contained , which the diaper genie never did ! .	1
it has great incredibility .	1
the interface , while a bit confusing at first , is very easy to navigate after about 15 minutes .	1
there is much which has been said in other reviews about the features of this phone , it is a great phone , mine worked without any problems right out of the box .	1
my favorite features , although there are many , are the speaker phone , the radio and the infrared .	1
i 've used the corporate edition at work without any problems ever .	1
i have never had this problem with any other software on my computer .	0
these tasks are faster and easier than in prior versions , and i found the menu to be much more navigable .	1
it is small enough to fit easily in a coat pocket or purse .	1
but this camera is great ! .	1
i 've dropped the device several times onto hard surfaces , and it still works flawlessly .	1
the only downside i have found with this phone is that it is a bit slow to react , meaning when i push the contacts button , it takes a while to load , this is true for almost all the menus and programs on the phone .	0
"i use the same store-brand tall kitchen trash bags i already use in the kitchen for it -- no special "" diaper "" trash bags necessary ."	1
this router has soft start and runs smooth and true .	1
in noisy environment , it 's hard to hear from the earpiece .	0
"we can start by losing the shiny miracle-material cover that you can literally scratch just by looking at it wrong , and thus eliminate the need for third-party "" asking "" protective covers for an extra thirty bucks ."	0
clear the call logs once in a while to speed up the phone people ! . ! . ! .	1
although i find it more convenient to use 1-touch dialing , this phone does not have voice dialing .	0
unlike other reviewers , i like the tool because it is easy to operate outside of the router table .	1
i was fortunate to get the packaging that still included all the accessories ( desk stand/hard case , belt clip , wall charger , etc ) .	1
it has lots of features such as the calendar which works like my outlook calendar .	1
7 . have a good chunk of my small mp3 to listen through the speaker phone .	1
i could hardly use it without a recharge in 2 days ! .	0
the product i rate five stars ,	1
i have found too many bugs in norton internet security professional to recommend it to any one without extreme patience and experience .	0
i bought this phone for my trip to south africa and it worked almost perfectly .	1
one : it 's size : it 's smaller than the ipod mini , and holds more music ( 5gb to the ipod mini 's 4gbs ) .	1
after comparing the included creative earbuds directly against my sony md-e828lp 's and sennheiser mx-400 's , i find myself still using the creative 's , which in my opinion , sound every bit as good and have a slightly longer cord .	1
after using it , i found the size to be perfect for carrying in a pocket .	1
there are 3 computers in my house all getting wireless connection from this router , and everybody is happy with it .	1
for those mac osx users out there , isync works fairly well .	1
"there 's even an equalizer ( under "" settings "" ) that allows you to adjust the sound for acoustic , bass booster , bass reducer , classical , dance , "" deep "" , and electronic ."	1
the hands-free speakerphone is quite powerful ( like the motorola phone , i used to own ) .	1
i 'm staying with sprint , and though i fear that their csr is n 't nearly as good as t-mobile 's , the clarity of their reception is exceptional .	1
the heavy motor and continuously variable speed control let this router churn through everything i threw at it .	1
this product is absolutely not ready for release .	0
otherwise , i am extremely please with the creative zen micro 5gb mp3 player .	1
i have not been disappointed with my purchase .	1
i had tried to uninstall norton internet security a few weeks ago , and it wouldn 't let me do that either .	0
all my questions or problems have been quickly and satisfactorily resolved .	1
but , for the money it is a good machine .	1
the battery life can 't be very long ; . let 's not be greedy .	0
though nearly a dozen different people at both t-mobile and nokia have told me otherwise , it is simply not possible to use this phone as a bluetooth modem for the vast majority of pdas and many other devices .	0
if you don 't mind all the buttons being touch sensitive , i 'd re comment buying it to try out , and also buy an extra 2 year warranty for it ( there are some offered here , for about $15 dollars i think ) .	1
they didn 't know what the problem could be .	0
it 's size also makes it ideal for travel .	1
whichever it may be , i 'm happy i 've made this purchase .	1
and the tech writers have made the installation process so easy for people lick my aunt to follow .	1
of course , if you try to reach symantec customer service you get useless automated systems unless you want to pay $30 per incident .	0
this did manage to cut the number of pop ups during start-up from 4 down to 2 .	1
cons breaks easily .	0
after using it for about a month , i can state unequivocally that this nikon definitely delivers a huge bang for the buck .	1
1-a cell phone is to make calls , in other words , quality of reception and mic/speaker are the most important , the 6600 has a relatively low volume speaker , you 'd have to press it hard against your ear to hear anything the other person is saying , unless the surroundings were completely quiet .	0
the latter will provide better coverage in more remote areas of the states but still operates in many countries , excluding new zealand and australia .	1
i would put the hitachi up with the best ! .	1
this new click wheel ipod allows you to navigate through the menus and song via a touch-wheel for scrolling and click-able buttons for selection .	1
i have the black one and adore it .	1
pertaining to the speed issue : i got 54mps while i was in the same room .	1
if you experience problems with installation , you can visit symantec 's website , click the support tab , click the 'home or home office support ' and there is an automated support assistant that can scan the norton program files on your computer and it will tell you what is not working right and how to fix it .	0
this model appears to be especially good .	1
setup in xp was instant and intuitive .	1
it uses the extend able mmc memory , it is perfect for storing videos , pictures and mp3s .	1
i use a nokia 6600 , it has a great color tft display and camera equipped with zoom , which complement a built-in video recorder with audio and a real one player for playback and streaming of 3gpp-compatible and real media video clips .	1
for the person that uses the equipment every day , pay the extra and get a reliable & safer unit .	1
only then did i learn the truth -- this phone does not work with palm pdas ! .	0
you also need to go in and manually remove many symantec files from the registry .	0
record memos using the built in microphone .	1
speaker volume is loud and clear but it sacrifices the battery life .	0
what disappoints me the most that a software like that is not cheap gets zero support form symantec , if you want support , they 'll charge you a fee ! .	0
the setup works awesome , as with any tool i look closely at the individual tool for it 's merits , and not just the company as a whole .	1
just don 't get drawn into t-mobile 's catchy rebate .	0
all at the same time , and all without a hitch .	1
the volume level of the phone is not all that good .	0
buy this if you like mental challenges or trying how to pick locks .	0
sometimes , various applications crash .	0
this product has virtually all the same installation problems .	0
and if you 're a mac user like me , they 've naturally made sure you have no viable alternative .	0
the phone has a few minor inconveniences , but only because it lacks those features , bluetooth and high spend internet , but there are very few problems with things that you expected this phone to do .	0
i 'm extremely glad i bought this camera .	1
especially the lcd is big and the camera quality is among the very best around .	1
the songs recorded with fm are as good as the original signal .	1
the battery power discharges rapidly especially on using the web browser .	0
the headphones have great sound and durability and mine came with some extras when i bought it ( a stand , a belt hook , charger ) that i know doesn 't come with every one .	1
and so far , i have been very , very happy with my zen micro .	1
nice and small and excellent when it comes to downloading games , graphics and ringtones from www . crazy cellphone . com	1
"5 ) video recorder is of no use and one can not record something useful in 10 seconds and it takes a while to send the same through the "" free picture and video messaging "" offered by service provider ."	0
it 's so cute . . . and behind the black panel it glows in a neon blue .	1
they have the worst service of any of the major companies .	0
the screen is bright , easy to see in the daylight , with nice colors .	1
i must have gotten a good one .	1
yeah - this program protects your computer all right - by locking you off the internet .	0
even during the firmware updates my roommates did not loose wireless connectivity .	1
you can take pic of your friends and the picture will pop up when they call .	1
i have a couple hundred contacts and the menu loads within a few seconds , no big deal .	1
itunes can be downloaded from the enclosed cd or for free from the apple site .	1
the total price with delivery ( free shipping ) was $135 ! .	1
i 'm not one who uses web browsing , so this phone easily met and surpassed my needs .	1
i did notice if you turn the phone on and off the os takes a bit to load up and initially the menus are slower but once the phone has been on and booted up the menus are reasonably quicker .	1
the hitachi m12v is a dream to work with , smooth starts , adjustable speeds , micro-adjustable depth , and plenty of power to spare .	1
a wise investment for the pocketbook & for the nose ! . ! . ! .	1
i have a hard time using other phones with smaller screens ! . ! . ! .	1
it feels solid and not flimsy like the carbon .	1
the fm radio is cool .	1
the included earpiece is very comfortable and easy to use .	1
uploading the images to my windows-based pc is very fast and simple .	1
however , it needs to be quite quiet for it to work at all -- dosn 't work at all in the car , for example .	0
great camera .	1
i 've had no problems w/ this phone .	1
after years with that carrier 's expensive plans and horrible customer service , portability seemed heaven-sent .	0
a very well made product that has worked very well for me over the years .	1
the phone can use any midi audio file as a ringtone .	1
norton 's memory usage on systems with 512 mb is very low .	1
the ipod comes formatted for the mac , but within seconds of plugging it into a pc , is automatically reformatted for windows . ( the hp version comes with windows formatting , and takes seconds to change to mac . ) although the ipod can be changed from one format to another , you will lose all of your music and data when doing so .	0
im at full capacity ! . ! . ! . ! . i called syman tic and they said they don 't know why but i should get tech 's support at $35/hr to help ! . ! . i did call them and was on hold for 55 minutes until i hung up ! .	0
i upgraded both my card and router and really had no problems with installation on my sony vaio laptop ( xp operating system ) .	1
it fits into a hand well , it has a removable battery ( this is important ) , great sound quality , fm stereo , recorder , smooth ui , and a feature that most uni pods lack . . . char ! .	1
multiple users on one machine never seemed to behave like you 'd expect .	0
this player is fantastic in terms of audio quality , ease of use , and features .	1
it is heavy enough to make it stable , but not too heavy to preclude hand use .	1
the battery life is less than stellar , but it charges w/ the quickness .	1
i also use the phone as my modem via bluetooth to my apple power book ! .	1
the installation , set-up , and operating interfaces are well organized and intuitive and the email spam component works well .	1
the zen was an impressive purchase and i would highly recommend it to anyone using napster .	1
no memory stick slots -- although a rare feature , it would be nice to have extra storage , not that it needs it built-in lithium battery -- a huge hassle to bring this back ; . draining the battery once you get it helps , but removable/replaceable ones are a lot more convenient	0
this is the best phone i have seen .	1
i must admit its not the best looking phone ever but then it has this look of static and absolute conviction that looks like everything a phone should be	1
i am bored with the silver look .	0
other than the fact that one can 't delete a file directly from the ipod , the interface is excellent and mind-numbingly simple to use .	1
it takes excellent pics and is very easy to use , if you read the manual .	1
but overall this is a good camera with a ' really good ' picture clarity ; . an exceptional close-up shooting capability .	1
it would not hang up on calls .	0
a call to customer support ( got to a live person within a couple of minutes ) helped me tweak a couple of the settings to streamline performance .	1
the keys are close together , and the layout is a bit funky in relation to standard rectangular layout keypads , but it 's not too weird .	0
because steve jobs is a twisted individual and he made sure that he ruined this device by giving it an unrepeatable 18 month battery .	0
in the auto mode it functions basically as a point and click , the scene modes are very easy to use and produce good results .	1
on occasion i 'm not able to connect to the phone with isync via bluetooth but i found that rebooting the phone seems to solve this problem .	0
i had a sony ericsson t610 before this and the t610 is far inferior .	1
"i have only used it with the 1/4 "" collet and a 1/2 "" round over bit , but i love how it starts up with little torque and runs very quietly ."	1
for last one month my rebate status showing me that my rebate is approved and check is delivered but still i am waiting for check .	0
i also own a retail store and this little guy easily plugs into my aux slot in the store 's sound system .	1
applications : it has lots of applications and they work very well . . . when you eventually find where they are and they finally open .	1
this is truly a clydesdale among the industry 3hp+ router workhorses .	1
i have really enjoyed the camera on this phone .	1
after 10 years , i now downloaded mccaffee 's product after calling their support . . . . they answered quickly , and for free , and were very helpful .	0
i selected the 4300 right away and have gotten high quality pictures every time .	1
no in box accessories -- an arm strap , belt strap , case , or anything would be nice , but nope . . . moveable parts -- this makes me almost want to keep my 3rd gen over a 4th ; . with moveable parts , its easy to damage an ipod at a gym , so this is for more casual listeners ; . note the ipod mini doesn 't have moveable parts and is made of titanium .	0
the volume key can be hard to press , but i think this may be by design rather than a flaw , perhaps to keep you from pressing it accidentally when you are in a call .	0
as opposed to the nomad ii or any other flash based player , the songs load extremely fast . . . about one or two seconds per song .	1
the good news is that the creative support is very responsive and after some emails and postal exchanges , i had a new zen .	1
- some features in the user interface	0
after scouring the various boards i find this is an arbitrary and pervasive problem .	0
this is a very light phone - a little less than 3 oz , with long battery life ( not as long as the new polymer technology ) .	1
however , the calls constantly drop in my area and i experience mega-static , to the point where i 'd have to dial numbers 6-7 times to get a clear line .	0
this is the first cell phone i 've owned , and overall , i am quite pleased with it .	1
after getting used to the m12 all the rest seemed lacking .	1
overall , i highly recommend this phone .	1
overall though , i 'm very happy with it and highly recommend it to folks looking for a mp3 player , even if it is to pretend your not a brain dead consumer giving into the marketing hype of the ipod . ; . )	1
we lysol the champ every time we change the bag out and have not had any problems .	1
also , the battery 's aren 't user replaceable .	0
first , it failed whenever connecting to get updates .	0
then , my ad/pop-up blocking was completely gone .	0
i thought the fm radio would not see much use with so many tracks available to me , but its great for tuning in to tv programs at the gym while on the treadmill , concerts and programs being simulcast , npr , and on and on .	1
this product is a lifesaver ! . ! .	1
 	1
the battery has a long life .	1
to install that version you have to uninstall from the window registery anything called symantec or nortron , . . . also from the common files in the program folder the symantec folder has to be deleted .	0
comes with a 16 mb compact flash and one rechargable battery the charging unit , included , is fast and small .	1
it 's so small .	1
the menu options are uncreative , as you can 't see a full screen of menu items to pick from ; . you have to scroll up and down to find what you 're looking for ( yes , this is minor , but not when you 're trying to keep your eye on the road ! . ) .	0
i read many reviews on norton i . s . 2004 from a variety of sources ( cnet , amazon , message boards ) and came to the conclusion that nis 04 was a terrible product and not worth the update .	0
while it didn 't have all the features i would have liked , it was better than anything else i could find at the time .	1
overall , it 'll make my move that much easier knowing i don 't have to worry about connectivity .	1
really happy with this little camera .	1
high quality video and pictures rock ! .	1
but like i stated , its better then a trash can , but i 'm not sure if its better then the diaper genie .	1
"since i received the phone , i spent countless hours on the phone with customer service reps who promised t-zones would work "" in 24 hours "" ."	0
not only is it much more cost effective ( you can use regular trash bags rather than refills at $5 a pop ) , it is easier to use and clean , and has a larger capacity .	1
sometimes when you press buttons , the menu appears after a second or two .	0
the battery is alot better than most of the phones out there .	1
i highly recommend this phone to anyone .	1
this product is amazing and better than the ipod you can get at the same price .	1
the loud speaker function on the 6610 is great because you do n 't need to put your phone right next to your ear to talk .	1
long live apple , long live macs , and long live the ipod ! .	1
1 month , no problems , great phone i 'm very pleased with my 6610 phone .	1
) one outstanding positive feature is the battery . it holds a charge for a long time , longer than most other similar products and the user can replace it easily or take another along as a backup .	1
i also like the lock feature , so it makes the touch pad inactive .	1
